0,a
1,<S>
2,</S>
3,.
4,on
5,of
6,the
7,in
8,with
9,and
10,is
11,man
12,to
13,sitting
14,an
15,two
16,","
17,standing
18,at
19,people
20,are
21,next
22,white
23,woman
24,table
25,street
26,that
27,holding
28,it
29,person
30,large
31,some
32,down
33,top
34,group
35,field
36,up
37,small
38,near
39,tennis
40,his
41,front
42,black
43,plate
44,room
45,train
46,riding
47,dog
48,red
49,young
50,by
51,cat
52,water
53,baseball
54,has
55,while
56,walking
57,playing
58,bathroom
59,sign
60,blue
61,food
62,kitchen
63,grass
64,bus
65,there
66,pizza
67,parked
68,green
69,side
70,other
71,building
72,looking
73,snow
74,bed
75,ball
76,beach
77,couple
78,three
79,boy
80,men
81,for
82,flying
83,toilet
84,city
85,road
86,skateboard
87,out
88,her
89,wearing
90,player
91,clock
92,game
93,over
94,several
95,girl
96,laying
97,from
98,sits
99,wooden
100,bear
101,picture
102,their
103,bench
104,area
105,through
106,one
107,around
108,laptop
109,eating
110,cake
111,horse
112,brown
113,yellow
114,phone
115,board
116,sink
117,giraffe
118,computer
119,frisbee
120,outside
121,living
122,air
123,as
124,truck
125,window
126,desk
127,'s
128,car
129,trees
130,umbrella
131,motorcycle
132,tree
133,open
134,each
135,covered
136,many
137,elephant
138,wall
139,close
140,park
141,this
142,very
143,behind
144,old
145,little
146,filled
147,under
148,fire
149,stop
150,sky
151,into
152,court
153,child
154,together
155,kite
156,its
157,bat
158,skis
159,surfboard
160,background
161,inside
162,bowl
163,sheep
164,photo
165,airplane
166,back
167,boat
168,stands
169,big
170,couch
171,chair
172,bunch
173,view
174,ocean
175,light
176,glass
177,cell
178,traffic
179,bird
180,zebra
181,hydrant
182,plane
183,teddy
184,mirror
185,fence
186,counter
187,women
188,another
189,sandwich
190,shirt
191,orange
192,hand
193,different
194,horses
195,sidewalk
196,wave
197,giraffes
198,floor
199,lot
200,stand
201,tall
202,flowers
203,tracks
204,vase
205,cars
206,parking
207,baby
208,racket
209,ground
210,being
211,vegetables
212,grassy
213,off
214,bananas
215,elephants
216,tie
217,tower
218,day
219,zebras
220,full
221,dirt
222,along
223,middle
224,ready
225,hill
226,image
227,bike
228,sit
229,slope
230,station
231,driving
232,signs
233,stuffed
234,taking
235,four
236,head
237,skiing
238,wine
239,piece
240,above
241,skate
242,across
243,cows
244,beside
245,grazing
246,luggage
247,snowy
248,during
249,broccoli
250,long
251,hat
252,wii
253,refrigerator
254,them
255,ski
256,glasses
257,pink
258,doing
259,hanging
260,display
261,holds
262,suit
263,mountain
264,fruit
265,herd
266,kites
267,children
268,cow
269,camera
270,hot
271,buildings
272,cutting
273,corner
274,double
275,going
276,pole
277,pair
278,empty
279,talking
280,trick
281,jumping
282,oven
283,keyboard
284,swinging
285,airport
286,watching
287,chairs
288,looks
289,umbrellas
290,television
291,track
292,stove
293,posing
294,smiling
295,box
296,boats
297,door
298,colorful
299,video
300,animals
301,topped
302,crowd
303,various
304,soccer
305,traveling
306,tv
307,getting
308,lady
309,plates
310,hit
311,using
312,surf
313,who
314,banana
315,birds
316,body
317,set
318,all
319,wood
320,coffee
321,against
322,dogs
323,lots
324,guy
325,runway
326,motorcycles
327,cheese
328,carrying
329,someone
330,paper
331,players
332,skateboarder
333,house
334,bedroom
335,be
336,river
337,cup
338,something
339,night
340,waiting
341,restaurant
342,lights
343,walk
344,bears
345,meat
346,snowboard
347,brick
348,jet
349,home
350,metal
351,bicycle
352,about
353,skier
354,remote
355,high
356,ramp
357,shower
358,items
359,decker
360,face
361,racquet
362,passenger
363,hands
364,running
365,surfer
366,line
367,busy
368,male
369,lying
370,dressed
371,animal
372,book
373,preparing
374,slice
375,he
376,intersection
377,mouth
378,like
379,surfing
380,cut
381,tray
382,suitcase
383,him
384,rides
385,pulling
386,bottle
387,shown
388,made
389,scissors
390,batter
391,gray
392,store
393,screen
394,bag
395,number
396,zoo
397,enclosure
398,knife
399,dark
400,half
401,surrounded
402,jacket
403,look
404,donuts
405,carrots
406,bridge
407,microwave
408,sleeping
409,row
410,play
411,sand
412,way
413,kids
414,showing
415,tub
416,decorated
417,between
418,silver
419,pile
420,walks
421,lake
422,meal
423,buses
424,few
425,lined
426,toy
427,colored
428,forest
429,adult
430,cabinets
431,older
432,skiers
433,oranges
434,purple
435,boys
436,mouse
437,furniture
438,swing
439,bread
440,past
441,girls
442,``
443,seat
444,grey
445,kid
446,cloudy
447,photograph
448,outdoor
449,throwing
450,can
451,attached
452,have
453,chocolate
454,displayed
455,onto
456,waves
457,coming
458,leaning
459,crossing
460,hair
461,making
462,drinking
463,dining
464,monitor
465,drink
466,''
467,fork
468,cats
469,scene
470,fruits
471,salad
472,apples
473,rocks
474,shelf
475,seen
476,apple
477,hitting
478,lush
479,watch
480,female
481,office
482,no
483,meter
484,birthday
485,resting
486,lit
487,walls
488,painted
489,stone
490,market
491,towards
492,pan
493,fries
494,plastic
495,catch
496,leaves
497,cross
498,rain
499,sunny
500,flower
501,bright
502,teeth
503,blanket
504,been
505,windows
506,snowboarder
507,setting
508,dish
509,tables
510,books
511,working
512,public
513,clean
514,pictures
515,sun
516,uniform
517,beautiful
518,mountains
519,trying
520,police
521,moving
522,bikes
523,donut
524,helmet
525,surfboards
526,edge
527,clear
528,rail
529,stopped
530,underneath
531,rock
532,platform
533,dress
534,slices
535,bath
536,ride
537,yard
538,base
539,having
540,statue
541,skateboarding
542,or
543,cellphone
544,shot
545,time
546,eat
547,controller
548,nice
549,shows
550,pitch
551,path
552,placed
553,catcher
554,branch
555,vases
556,sauce
557,pieces
558,computers
559,motor
560,sandy
561,vehicle
562,passing
563,doughnut
564,family
565,case
566,shore
567,surface
568,eaten
569,country
570,cart
571,wet
572,boards
573,brushing
574,dinner
575,they
576,town
577,perched
578,just
579,cooking
580,basket
581,tarmac
582,plant
583,reading
584,types
585,lamp
586,nintendo
587,lap
588,hotel
589,pizzas
590,single
591,doughnuts
592,laptops
593,modern
594,others
595,watches
596,enjoying
597,toppings
598,trains
599,pitcher
600,tiled
601,guys
602,distance
603,rice
604,bowls
605,variety
606,engine
607,jump
608,trucks
609,performing
610,multiple
611,gathered
612,pretty
613,benches
614,tricks
615,appliances
616,mounted
617,beer
618,passengers
619,phones
620,bathtub
621,pen
622,five
623,woods
624,cute
625,end
626,fresh
627,post
628,shop
629,feeding
630,gear
631,candles
632,place
633,plants
634,pasture
635,dirty
636,curb
637,cattle
638,flies
639,left
640,railroad
641,poles
642,containing
643,fenced
644,graffiti
645,drinks
646,carriage
647,right
648,brush
649,vintage
650,take
651,below
652,chicken
653,concrete
654,fly
655,after
656,toothbrush
657,match
658,bags
659,center
660,sandwiches
661,bottles
662,bar
663,fireplace
664,shoes
665,school
666,sofa
667,crowded
668,planes
669,well
670,steel
671,tile
672,pulled
673,sliced
674,she
675,including
676,neck
677,striped
678,dock
679,pot
680,feet
681,fridge
682,boxes
683,alone
684,nearby
685,huge
686,beds
687,pillows
688,trunk
689,takes
690,control
691,tomatoes
692,flat
693,skateboards
694,both
695,equipment
696,reaching
697,served
698,clothes
699,catching
700,rack
701,bushes
702,arm
703,floating
704,container
705,atop
706,sinks
707,church
708,plays
709,giant
710,dry
711,suitcases
712,putting
713,not
714,space
715,towel
716,bicycles
717,shaped
718,foods
719,away
720,vehicles
721,pose
722,poses
723,commercial
724,airplanes
725,taken
726,mother
727,work
728,polar
729,potatoes
730,professional
731,staring
732,dishes
733,legs
734,sticking
735,cream
736,style
737,serving
738,run
739,lone
740,dessert
741,prepares
742,where
743,hay
744,smiles
745,cabinet
746,wild
747,subway
748,lays
749,serve
750,shorts
751,asian
752,which
753,surfers
754,cement
755,breakfast
756,wire
757,trail
758,christmas
759,spoon
760,show
761,painting
762,outdoors
763,stacked
764,highway
765,backpack
766,couches
767,cooked
768,round
769,square
770,toward
771,swings
772,games
773,reflection
774,same
775,cluttered
776,pool
777,military
778,french
779,throw
780,sunglasses
781,soup
782,business
783,umpire
784,drives
785,blender
786,seated
787,boarding
788,team
789,docked
790,get
791,assortment
792,controllers
793,lawn
794,low
795,hillside
796,stairs
797,swimming
798,garden
799,adults
800,go
801,van
802,bun
803,clocks
804,wedding
805,rug
806,eats
807,among
808,flag
809,mid
810,shelves
811,jumps
812,hotdog
813,wooded
814,drawn
815,ledge
816,onions
817,stall
818,skies
819,rackets
820,gate
821,pillow
822,toddler
823,desktop
824,facing
825,trash
826,arms
827,cups
828,rocky
829,fish
830,foot
831,restroom
832,event
833,assorted
834,stainless
835,things
836,snowboarding
837,eyes
838,does
839,clouds
840,landing
841,broken
842,floors
843,ice
844,land
845,before
846,glove
847,closeup
848,eggs
849,flock
850,kitten
851,party
852,steps
853,doors
854,skating
855,desert
856,says
857,lunch
858,see
859,coat
860,ceiling
861,race
862,cakes
863,construction
864,trailer
865,friends
866,electronic
867,pointing
868,closed
869,monitors
870,arranged
871,turn
872,kneeling
873,sunset
874,boarder
875,curtain
876,tan
877,new
878,type
879,graze
880,tied
881,wide
882,machine
883,vegetable
884,overlooking
885,kind
886,pastries
887,towels
888,messy
889,rider
890,cage
891,pots
892,bottom
893,roof
894,pond
895,overhead
896,sale
897,bite
898,chips
899,himself
900,reads
901,picnic
902,pie
903,urban
904,narrow
905,ear
906,pasta
907,sea
908,hold
909,toilets
910,transit
911,veggies
912,cloth
913,walkway
914,foreground
915,sides
916,device
917,photos
918,net
919,fashioned
920,pants
921,doorway
922,appears
923,tour
924,toys
925,fighter
926,fancy
927,loaded
928,pepperoni
929,antique
930,colors
931,signal
932,smoke
933,action
934,gold
935,suits
936,gets
937,object
938,clothing
939,plain
940,short
941,wrapped
942,was
943,still
944,rest
945,shade
946,leash
947,giving
948,scooter
949,baked
950,carrot
951,petting
952,beneath
953,grill
954,held
955,make
956,what
957,kinds
958,features
959,do
960,contains
961,hole
962,leather
963,houses
964,winter
965,partially
966,pastry
967,ties
968,lies
969,blurry
970,structure
971,leading
972,pedestrians
973,peppers
974,steam
975,commuter
976,prepared
977,ship
978,vanity
979,palm
980,bow
981,racing
982,decorative
983,pier
984,electric
985,six
986,papers
987,tomato
988,used
989,railing
990,containers
991,opened
992,officer
993,streets
994,lettuce
995,island
996,cap
997,residential
998,hard
999,outfit
1000,farm
1001,rainy
1002,produce
1003,apartment
1004,beans
1005,stack
1006,bunches
1007,model
1008,use
1009,deck
1010,includes
1011,part
1012,sheet
1013,harbor
1014,soda
1015,sail
1016,ripe
1017,nose
1018,waits
1019,shopping
1020,tiny
1021,flight
1022,sheets
1023,hats
1024,lid
1025,sliding
1026,upside
1027,rests
1028,mug
1029,ketchup
1030,garage
1031,happy
1032,tow
1033,tooth
1034,alongside
1035,makes
1036,noodles
1037,pavement
1038,i
1039,here
1040,smart
1041,brightly
1042,ladies
1043,writing
1044,heads
1045,but
1046,tea
1047,directions
1048,uniforms
1049,these
1050,bacon
1051,barn
1052,remotes
1053,sized
1054,doll
1055,vest
1056,lift
1057,rural
1058,juice
1059,persons
1060,snowboards
1061,personal
1062,mound
1063,patio
1064,displaying
1065,smaller
1066,laid
1067,utensils
1068,flags
1069,propeller
1070,log
1071,bush
1072,cover
1073,gas
1074,branches
1075,touching
1076,sausage
1077,trays
1078,parade
1079,stuff
1080,frosting
1081,course
1082,lines
1083,platter
1084,enclosed
1085,close-up
1086,turned
1087,candle
1088,aircraft
1089,purse
1090,smile
1091,carpet
1092,roll
1093,dresser
1094,pipe
1095,loading
1096,disc
1097,goats
1098,tent
1099,fun
1100,meters
1101,color
1102,throws
1103,ducks
1104,airliner
1105,costume
1106,deep
1107,approaching
1108,pans
1109,kicking
1110,mustard
1111,riders
1112,jets
1113,itself
1114,attempting
1115,pick
1116,sort
1117,sill
1118,growing
1119,only
1120,chef
1121,greens
1122,egg
1123,goes
1124,written
1125,beige
1126,sweater
1127,runs
1128,sailing
1129,leans
1130,american
1131,rows
1132,uses
1133,shoe
1134,cones
1135,relaxing
1136,missing
1137,fake
1138,pickup
1139,decorations
1140,fried
1141,lamps
1142,elderly
1143,milk
1144,beverage
1145,mushrooms
1146,curtains
1147,hangs
1148,crosswalk
1149,ornate
1150,indoor
1151,museum
1152,mitt
1153,rear
1154,rolling
1155,collection
1156,roadway
1157,telephone
1158,falling
1159,power
1160,pulls
1161,terminal
1162,passes
1163,neatly
1164,tank
1165,sticks
1166,rope
1167,bull
1168,siting
1169,wheel
1170,spectators
1171,if
1172,formation
1173,stunt
1174,toothbrushes
1175,roses
1176,shirtless
1177,performs
1178,packed
1179,paved
1180,jetliner
1181,sports
1182,wheels
1183,built
1184,wind
1185,wagon
1186,posted
1187,guitar
1188,2
1189,good
1190,bending
1191,practicing
1192,balls
1193,toast
1194,locomotive
1195,baskets
1196,electronics
1197,frame
1198,supplies
1199,stadium
1200,piled
1201,jeans
1202,direction
1203,tops
1204,leg
1205,steep
1206,wetsuit
1207,wires
1208,without
1209,how
1210,art
1211,ingredients
1212,glazed
1213,hotdogs
1214,talks
1215,block
1216,urinals
1217,landscape
1218,skateboarders
1219,curled
1220,stick
1221,bucket
1222,pedestrian
1223,tiles
1224,semi
1225,fluffy
1226,floral
1227,sculpture
1228,flown
1229,faces
1230,paint
1231,we
1232,shoulder
1233,potted
1234,motion
1235,pass
1236,garbage
1237,bride
1238,dead
1239,pitching
1240,blankets
1241,workers
1242,puppy
1243,images
1244,travels
1245,pouring
1246,waters
1247,so
1248,toaster
1249,hits
1250,opposite
1251,also
1252,mirrors
1253,sprinkles
1254,homemade
1255,stream
1256,stuck
1257,spread
1258,officers
1259,snowboarders
1260,tail
1261,tongue
1262,frosted
1263,freezer
1264,downhill
1265,bunk
1266,neon
1267,item
1268,chain
1269,gather
1270,string
1271,paddle
1272,you
1273,surrounding
1274,fallen
1275,rolls
1276,cupcakes
1277,cargo
1278,selling
1279,london
1280,strawberries
1281,life
1282,holder
1283,slopes
1284,competition
1285,straw
1286,flip
1287,speed
1288,bank
1289,objects
1290,pictured
1291,habitat
1292,pushing
1293,range
1294,icing
1295,blowing
1296,desserts
1297,great
1298,whole
1299,put
1300,gathering
1301,laughing
1302,featuring
1303,visible
1304,checkered
1305,climbing
1306,bare
1307,horseback
1308,counters
1309,moves
1310,fast
1311,eye
1312,goat
1313,selfie
1314,headphones
1315,mixed
1316,tools
1317,microphone
1318,shallow
1319,basketball
1320,asleep
1321,shiny
1322,groom
1323,carries
1324,position
1325,patch
1326,reaches
1327,first
1328,entrance
1329,beef
1330,drive
1331,interior
1332,batting
1333,marble
1334,olives
1335,handle
1336,covering
1337,name
1338,beard
1339,wait
1340,shirts
1341,liquid
